4503603929205859,43.615482,1.464232,0
4503603929205859,43.615460,1.464260,1
4503603929205859,43.615410,1.464300,2
4503603929205859,43.615350,1.464270,3
4503603929205859,43.615310,1.464210,4
4503603929205859,43.615290,1.464000,5
4503603929205859,43.615460,1.463750,6
4503603929205859,43.615550,1.463650,7
4503603929205859,43.615610,1.463610,8
4503603929205859,43.615720,1.463640,9
4503603929205859,43.615850,1.463770,10
4503603929205859,43.615920,1.463730,11
4503603929205859,43.616010,1.463760,12
4503603929205859,43.616210,1.464060,13
4503603929205859,43.616380,1.464300,14
4503603929205859,43.616460,1.464280,15
4503603929205859,43.616500,1.464190,16
4503603929205859,43.617170,1.465090,17
4503603929205859,43.617220,1.465160,18
4503603929205859,43.617200,1.465270,19
4503603929205859,43.617130,1.465500,20
4503603929205859,43.617010,1.465420,21
4503603929205859,43.616770,1.465310,22
4503603929205859,43.616620,1.465260,23
4503603929205859,43.616460,1.465210,24
4503603929205859,43.616110,1.465130,25
4503603929205859,43.615910,1.465100,26
4503603929205859,43.615860,1.465090,27
4503603929205859,43.615650,1.465060,28
4503603929205859,43.615650,1.464970,29
4503603929205859,43.615620,1.464880,30
4503603929205859,43.615550,1.464830,31
4503603929205859,43.615470,1.464840,32
4503603929205859,43.615430,1.464880,33
4503603929205859,43.615400,1.464940,34
4503603929205859,43.615400,1.465030,35
4503603929205859,43.615410,1.465070,36
4503603929205859,43.615350,1.465140,37
4503603929205859,43.615300,1.465170,38
4503603929205859,43.615240,1.465200,39
4503603929205859,43.615190,1.465230,40
4503603929205859,43.615130,1.465260,41
4503603929205859,43.615010,1.465310,42
4503603929205859,43.614800,1.465400,43
4503603929205859,43.614650,1.465460,44
4503603929205859,43.614560,1.465500,45
4503603929205859,43.614500,1.465520,46
4503603929205859,43.614440,1.465550,47
4503603929205859,43.614370,1.465590,48
4503603929205859,43.614300,1.465640,49
4503603929205859,43.614220,1.465710,50
4503603929205859,43.614040,1.465950,51
4503603929205859,43.614010,1.465990,52
4503603929205859,43.613950,1.466070,53
4503603929205859,43.613900,1.466150,54
4503603929205859,43.613805,1.466273,55
4503603929205859,43.613800,1.466280,56
4503603929205859,43.613680,1.466410,57
4503603929205859,43.613580,1.466500,58
4503603929205859,43.613450,1.466600,59
4503603929205859,43.613340,1.466680,60
4503603929205859,43.613230,1.466750,61
4503603929205859,43.612910,1.466980,62
4503603929205859,43.612780,1.467080,63
4503603929205859,43.612590,1.467220,64
4503603929205859,43.612470,1.467310,65
4503603929205859,43.612459,1.467318,66
4503603929205859,43.612470,1.467310,67
4503603929205859,43.612380,1.467380,68
4503603929205859,43.612240,1.467500,69
4503603929205859,43.612160,1.467570,70
4503603929205859,43.612080,1.467640,71
4503603929205859,43.611870,1.467810,72
4503603929205859,43.611690,1.467980,73
4503603929205859,43.611450,1.468200,74
4503603929205859,43.611190,1.468460,75
4503603929205859,43.610950,1.468710,76
4503603929205859,43.610800,1.468870,77
4503603929205859,43.610620,1.469060,78
4503603929205859,43.610500,1.469190,79
4503603929205859,43.610370,1.469350,80
4503603929205859,43.610290,1.469440,81
4503603929205859,43.610230,1.469510,82
4503603929205859,43.610130,1.469620,83
4503603929205859,43.610040,1.469740,84
4503603929205859,43.609880,1.469940,85
4503603929205859,43.609760,1.470100,86
4503603929205859,43.609580,1.470340,87
4503603929205859,43.609406,1.470566,88
4503603929205859,43.609380,1.470600,89
4503603929205859,43.609290,1.470730,90
4503603929205859,43.609170,1.470900,91
4503603929205859,43.609050,1.471070,92
4503603929205859,43.608860,1.471340,93
4503603929205859,43.608640,1.471640,94
4503603929205859,43.608430,1.471940,95
4503603929205859,43.608220,1.472230,96
4503603929205859,43.608110,1.472380,97
4503603929205859,43.607990,1.472530,98
4503603929205859,43.607890,1.472640,99
4503603929205859,43.607800,1.472720,100
4503603929205859,43.607680,1.472830,101
4503603929205859,43.607520,1.472940,102
4503603929205859,43.607420,1.473000,103
4503603929205859,43.607320,1.473050,104
4503603929205859,43.607140,1.473100,105
4503603929205859,43.606970,1.473150,106
4503603929205859,43.606920,1.473160,107
4503603929205859,43.606850,1.473180,108
4503603929205859,43.606800,1.473190,109
4503603929205859,43.606370,1.473380,110
4503603929205859,43.606030,1.473530,111
4503603929205859,43.605780,1.473640,112
4503603929205859,43.605660,1.473690,113
4503603929205859,43.605530,1.473750,114
4503603929205859,43.605390,1.473830,115
4503603929205859,43.605310,1.473870,116
4503603929205859,43.605200,1.473920,117
4503603929205859,43.605110,1.473970,118
